Order Date,City,Category,Sub-Category,Product Name,Sales,Quantity
2014-05-26,Murray,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5
2017-10-12,San Francisco,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,1
2017-10-12,San Francisco,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5
2017-06-22,Philadelphia,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332000000000004,3
2017-06-22,Philadelphia,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155000000000005,5
2017-06-22,Philadelphia,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,2
2017-01-15,Philadelphia,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,1
2017-01-15,Philadelphia,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8
2015-04-02,Dallas,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.19199999999999,2
2015-04-02,Dallas,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.120000000000005,7
2015-04-02,Dallas,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,3
2016-09-03,Waukesha,Office Supplies,Storage,Crate-A-Files,54.5,5
2017-12-10,Fort Lauderdale,Furniture,Furnishings,Staple-based wall hangings,19.104,3
2016-11-22,Detroit,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,3
2017-11-11,Springfield,Office Supplies,Paper,Xerox 222,10.368000000000002,2
2016-10-21,San Diego,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3
2015-12-21,Colorado Springs,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.98400000000001,7
2015-07-17,Bakersfield,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2
2017-04-30,Pompano Beach,Furniture,Furnishings,3M Hangers With Command Adhesive,23.680000000000003,8
2017-04-30,Pompano Beach,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.3760000000000003,3
2017-05-06,New York City,Office Supplies,Labels,Avery 505,59.2,4
2017-11-20,Lakeville,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0,10
2016-11-11,Detroit,Technology,Phones,Digium D40 VoIP phone,257.98,2
2016-11-05,Philadelphia,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2
2016-10-09,Troy,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,4
2015-09-21,Los Angeles,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,4
2015-09-21,Los Angeles,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2
2014-12-02,Corpus Christi,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5
2014-12-02,Corpus Christi,Office Supplies,Art,Newell 343,16.464,7
2014-12-02,Corpus Christi,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96000000000001,5
2014-09-21,Omaha,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,2
2014-09-21,Omaha,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3
2014-09-21,Omaha,Office Supplies,Paper,Xerox 224,6.48,1
2014-04-12,Redondo Beach,Technology,Phones,Pyle PMP37LED,1075.088,14
2014-04-12,Redondo Beach,Technology,Phones,AT&T 1080 Corded phone,438.36800000000005,4
2014-04-12,Redondo Beach,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7
2014-04-12,Redondo Beach,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3
2017-10-20,Little Rock,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4
2017-10-20,Little Rock,Office Supplies,Paper,Xerox 1884,39.96,2
2017-10-20,Little Rock,Office Supplies,Binders,Binding Machine Supplies,145.85000000000002,5
2016-10-25,Miami,Technology,Phones,Panasonic KX-TG9471B,783.9600000000002,5
2015-11-01,Salem,Office Supplies,Art,Lumber Crayons,7.88,1
2017-11-03,Las Cruces,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3
2015-05-12,San Francisco,Office Supplies,Paper,Xerox 1962,12.84,3
2015-05-12,San Francisco,Office Supplies,Paper,Xerox 1953,25.68,6
2015-09-07,El Paso,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.51599999999999,2
2015-07-25,Seattle,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,2
2015-07-25,Seattle,Office Supplies,Paper,Xerox 228,12.96,2
2015-07-25,Seattle,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5
2015-07-25,Seattle,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.5680000000001,2
2015-11-16,Milwaukee,Office Supplies,Paper,Xerox 191,179.82,9
2015-11-16,Milwaukee,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6
2015-11-16,Milwaukee,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3
2015-11-16,Milwaukee,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,4
2015-11-16,Milwaukee,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3
2015-09-01,Franklin,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5
2015-09-01,Franklin,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1
2015-09-01,Franklin,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2
2015-09-01,Franklin,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6
2016-05-05,Encinitas,Office Supplies,Binders,Computer Printout Index Tabs,6.720000000000001,5
2016-05-05,Encinitas,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,3
2016-12-31,Anaheim,Technology,Phones,Adtran 1202752G1,302.376,3
2017-09-18,Arlington,Office Supplies,Art,Newell 314,8.928,2
2017-09-18,Arlington,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584,2
2014-09-25,Houston,Office Supplies,Paper,Xerox 1954,33.792,8
2014-09-25,Houston,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.53279999999995,2
2014-09-25,Houston,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2
2014-09-25,Houston,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2
2016-04-23,Lancaster,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,6
2016-04-23,Lancaster,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5
2016-04-23,Lancaster,Office Supplies,Paper,Xerox 1942,78.304,2
2014-11-01,Portland,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5
2014-11-01,Portland,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,3
2017-01-26,Hoover,Office Supplies,Art,Newell 311,15.47,7
2017-01-26,Hoover,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2
2017-11-11,Los Angeles,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1
2017-11-11,Los Angeles,Office Supplies,Paper,Xerox 201,19.44,3
2017-11-11,Los Angeles,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5
2016-06-09,Tallahassee,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2
2015-09-03,New York City,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,1
2014-03-14,Chesapeake,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4
2017-08-31,Fayetteville,Office Supplies,Paper,Xerox 1945,229.544,7
2017-03-23,Huntsville,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,2
2017-05-18,Philadelphia,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048,3
2016-12-27,Woodstock,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.4879999999999,8
2017-11-17,Everett,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3
2017-09-10,Chicago,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.5939999999998,3
2017-04-08,Roswell,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6
2017-04-08,Roswell,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.9700000000003,3
2016-11-28,Palm Coast,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434000000000001,6
2016-06-02,Philadelphia,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1
2017-12-17,Columbus,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4
2016-03-19,Oceanside,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1
2016-03-19,Oceanside,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4
2017-08-20,Franklin,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,3
2017-07-25,Sioux Falls,Office Supplies,Labels,Avery 498,20.23,7
2016-08-26,San Diego,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.1360000000002,4
2016-08-15,Fayetteville,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2
2017-05-19,Atlanta,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4
2017-05-19,Atlanta,Technology,Phones,Nokia Lumia 925,377.97,3
2017-05-19,Atlanta,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9
2017-05-19,Atlanta,Office Supplies,Paper,Xerox 1945,286.93,7
2017-08-12,Orlando,Office Supplies,Paper,Xerox 2000,20.736000000000004,4
2017-08-13,San Francisco,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3
2017-08-13,San Francisco,Office Supplies,Appliances,Staple holder,83.79,7
2017-08-13,San Francisco,Office Supplies,Art,Newell 345,59.52,3
2017-08-13,San Francisco,Office Supplies,Supplies,Staple remover,31.92,4
2016-11-10,Toledo,Office Supplies,Supplies,Staple remover,14.720000000000002,5
2016-11-10,Toledo,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,3
2017-06-12,Saint Petersburg,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2
2014-03-22,Tucson,Office Supplies,Paper,Xerox 1951,74.352,3
2014-03-22,Tucson,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3
2017-06-15,Los Angeles,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1
2017-11-16,San Diego,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,8
2017-12-29,New York City,Office Supplies,Fasteners,Ideal Clamps,6.029999999999999,3
2016-01-21,San Diego,Furniture,Chairs,Global Super Steno Chair,153.568,2
2016-01-21,San Diego,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7
2016-01-15,Westfield,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2
2016-01-15,Westfield,Office Supplies,Art,American Pencil,4.66,2
2016-01-15,Westfield,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3
2016-09-19,Orange,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,6
2016-09-19,Orange,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3
2014-02-21,Woodstock,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.849999999999998,5
2016-11-11,San Francisco,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4
2016-01-30,San Francisco,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2
2016-10-18,Tempe,Furniture,Chairs,Global Deluxe Steno Chair,307.92,5
2017-12-18,Los Angeles,Office Supplies,Art,Newell 327,6.63,3
2017-12-18,Los Angeles,Office Supplies,Paper,Xerox 1996,12.96,2
2017-12-18,Los Angeles,Office Supplies,Paper,Xerox 213,32.400000000000006,5
2017-11-02,Seattle,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5
2014-04-29,Lake Charles,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2
2014-04-29,Lake Charles,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3
2017-10-23,Rochester,Office Supplies,Paper,Xerox 1969,11.56,2
2017-10-23,Rochester,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,5
2017-10-23,Rochester,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11
2017-10-23,Rochester,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3
2014-03-30,Long Beach,Office Supplies,Art,Peel-Off China Markers,49.65,5
2016-01-04,Charlotte,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968,4
2015-04-26,Houston,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2
2015-09-12,New York City,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2
2015-09-12,New York City,Office Supplies,Labels,Avery 520,12.6,4
2017-09-11,Columbus,Office Supplies,Paper,Xerox 1935,184.66,7
2016-06-12,Chicago,Office Supplies,Paper,Xerox 1978,23.120000000000005,5
2016-06-27,Highland Park,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464,7
2016-06-27,Highland Park,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,3
2014-09-26,Seattle,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2
2017-11-03,Eagan,Office Supplies,Paper,Xerox 1971,8.56,2
2017-11-03,Eagan,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.400000000000006,5
2017-11-03,Eagan,Office Supplies,Labels,Avery 513,14.94,3
2017-02-19,Seattle,Office Supplies,Fasteners,Rubber Band Ball,11.22,3
2015-11-05,Coral Springs,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4
2014-06-16,Hempstead,Office Supplies,Envelopes,Staple envelope,41.4,5
2014-06-16,Hempstead,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35.0,4
2014-06-16,Hempstead,Office Supplies,Binders,Ibico Standard Transparent Covers,39.55200000000001,3
2015-10-12,Noblesville,Technology,Phones,AT&T 17929 Lendline Telephone,135.72,3
2015-10-12,Noblesville,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56,2
2015-10-12,Noblesville,Technology,Phones,Samsung Rugby III,263.96,4
2017-08-27,Dallas,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.952000000000001,1
2016-11-23,Philadelphia,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,5
2016-11-23,Philadelphia,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368000000000002,2
2016-11-23,Philadelphia,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.44800000000001,7
2017-01-30,San Francisco,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2
2015-11-30,Austin,Office Supplies,Binders,GBC Instant Report Kit,3.881999999999999,3
2014-06-28,Detroit,Office Supplies,Fasteners,Staples,6.08,1
2014-09-02,Watertown,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1
2014-09-02,Watertown,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1
2017-07-10,Columbus,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,3
2017-06-04,Apple Valley,Office Supplies,Art,Newell 346,8.64,3
2017-10-19,Burlington,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.1880000000003,4
2017-11-18,Saginaw,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4
2015-08-08,San Francisco,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.6080000000000005,2
2015-08-08,San Francisco,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,2
2015-08-08,San Francisco,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1
2016-12-06,Seattle,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.79200000000003,1
2016-12-06,Seattle,Technology,Phones,Google Nexus 5,431.97600000000006,3
2016-12-06,Seattle,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1
2016-12-06,Seattle,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.208,7
2016-12-06,Seattle,Office Supplies,Paper,Xerox 1880,248.08,7
2016-12-06,Seattle,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5
2016-12-06,Seattle,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.80800000000001,3
2017-03-25,Milwaukee,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1
2017-03-25,Milwaukee,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.5600000000002,7
2017-03-25,Milwaukee,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3
2017-11-19,Los Angeles,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9
2017-11-19,Los Angeles,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1
2016-11-04,San Francisco,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7
2017-12-14,San Diego,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3
2017-12-14,San Diego,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14
2017-12-14,San Diego,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5
2017-11-12,Glendale,Technology,Accessories,Memorex Micro Travel Drive 8 GB,41.6,4
2017-11-12,Glendale,Office Supplies,Paper,Xerox 1978,23.120000000000005,5
2017-11-12,Glendale,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.88800000000002,2
2017-11-12,Glendale,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2
2017-11-12,Glendale,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.920000000000001,2
2017-11-12,Glendale,Technology,Phones,Samsung Galaxy Mega 6.3,671.984,2
2016-08-18,New York City,Technology,Phones,GE DSL Phone Line Filter,39.99,1
2017-06-27,Watertown,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646,3
2017-05-04,Springfield,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313,1
2015-12-24,Los Angeles,Office Supplies,Binders,Avery Hole Reinforcements,19.936000000000003,4
2015-12-24,Los Angeles,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4
2017-04-26,Seattle,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34,3
2017-04-26,Seattle,Office Supplies,Labels,Avery 478,39.28,8
2017-12-16,Oceanside,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2
2017-12-16,Oceanside,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2
2017-12-16,Oceanside,Office Supplies,Binders,Prestige Round Ring Binders,24.320000000000004,5
2017-12-16,Oceanside,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2
2014-12-27,Skokie,Furniture,Furnishings,DAX Wood Document Frame,32.952000000000005,6
2014-12-27,Skokie,Office Supplies,Storage,Staple magnet,30.016000000000005,4
2017-11-06,Fayetteville,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.58400000000006,3
2017-11-06,Fayetteville,Office Supplies,Paper,Xerox 220,31.104000000000006,6
2017-11-06,Fayetteville,Office Supplies,Binders,Avery Durable Poly Binders,13.272000000000002,8
2017-11-06,Fayetteville,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",28.27200000000001,2
2017-11-06,Fayetteville,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,259.136,4
2017-12-16,Tulsa,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,10.8,5
2015-05-07,Allen,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2
2015-05-07,Allen,Office Supplies,Paper,Xerox 198,15.936000000000002,4
2017-12-04,Philadelphia,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7
2017-10-03,Rochester,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2
2014-01-13,Mount Pleasant,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.9399999999999,6
2015-06-12,Philadelphia,Office Supplies,Paper,Xerox 1997,20.736000000000004,4
2015-06-12,Philadelphia,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296,2
2014-07-12,Seattle,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4
2014-07-12,Seattle,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,11.264,4
2014-12-06,Springfield,Office Supplies,Storage,File Shuttle I and Handi-File,53.42400000000001,3
2014-12-06,Springfield,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1
2016-05-25,Columbus,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4
2016-05-25,Columbus,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2
2016-05-25,Columbus,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9
2016-02-21,Los Angeles,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1
2016-02-21,Los Angeles,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4
2016-02-21,Los Angeles,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5
2016-02-21,Los Angeles,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248000000000005,7
2016-10-02,New York City,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3
2017-03-11,Detroit,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,4
2016-09-09,Stockton,Office Supplies,Binders,VariCap6 Expandable Binder,55.36000000000001,4
2014-07-14,Phoenix,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5
2014-06-21,Philadelphia,Office Supplies,Envelopes,Staple envelope,24.896,4
2014-06-21,Philadelphia,Furniture,Furnishings,Stacking Trays by OIC,3.984,1
2014-06-21,Philadelphia,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.968,4
2014-06-21,Philadelphia,Technology,Machines,Epson Perfection V600 Photo Scanner,206.99100000000004,3
2014-06-21,Philadelphia,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416,2
2014-06-21,Philadelphia,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.006000000000002,2
2015-07-05,Sterling Heights,Office Supplies,Binders,Durable Pressboard Binders,19.0,5
2017-12-16,Rochester,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.376,4
2016-09-08,New York City,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1
2014-05-17,Eau Claire,Office Supplies,Binders,Surelock Post Binders,91.68,3
2017-10-13,New York City,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,904.9,5
2014-10-24,Rancho Cucamonga,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3
2016-12-05,Murray,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3
2016-07-25,Toledo,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,5
2017-04-17,Louisville,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,5
2017-04-17,Louisville,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.9850000000006,5
2017-04-17,Louisville,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594000000000005,2
2017-04-17,Louisville,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964000000000002,6
2017-04-17,Louisville,Office Supplies,Paper,Xerox 225,20.736000000000004,4
2015-09-17,New York City,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,2
2016-08-23,Pharr,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8
2016-08-23,Pharr,Furniture,Furnishings,Flat Face Poster Frame,22.608,3
2016-08-23,Pharr,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7
2015-11-08,West Jordan,Office Supplies,Fasteners,Alliance Rubber Bands,5.04,3
2015-11-08,West Jordan,Office Supplies,Paper,Xerox 1988,92.94,3
2015-11-08,West Jordan,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3
2015-11-08,West Jordan,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5
2017-11-17,Brownsville,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.73279999999994,2
2015-11-08,New York City,Office Supplies,Binders,Storex Dura Pro Binders,52.272000000000006,11
2015-11-08,New York City,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3
2017-04-22,Philadelphia,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.35200000000003,3
2014-08-24,Billings,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",8.288,2
2017-12-17,Chesapeake,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,5
2016-03-24,Gresham,Technology,Phones,BlackBerry Q10,403.168,4
2015-09-21,Lincoln Park,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4
2015-09-21,Lincoln Park,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1
2016-11-21,Gresham,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4
2017-09-16,Philadelphia,Office Supplies,Paper,Xerox 231,20.736000000000004,4
2015-06-11,Monroe,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6
2015-06-11,Monroe,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,7
2015-06-11,Monroe,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2
